model,latency
vicuna-33b-v1.3,1.1146606339135312
gpt-4-1106-preview,0.8323502742195039
deepseek-llm-67b-chat,1.7252334322192944
tulu-2-dpo-7b,1.3138667622591982
Yi-34B-Chat,2.4769338955621354
openchat-3.5-1210,0.3782163908411488
Mixtral-8x7B-Instruct-v0.1,20.010557732483996
oasst-sft-4-pythia-12b-epoch-3.5,0.6340913295695113
command,0.5038244478342753
Nous-Hermes-2-Mixtral-8x7B-DPO,29.886207558875835
WizardLM-13b-v1.2,2.601694252621725
claude-2,1.671165835209822
Mistral-7B-Instruct-v0.1,0.529158797092482
vicuna-7b-v1.5,0.3015993774319082
falcon-7b-instruct,2.754302051525961
zephyr-7b-alpha,1.5859638806375016
gpt-4-0314,0.9914188094435115
openchat-3.5-0106,0.29720741520979177
SUS-Chat-34B,1.0628226926108355
zephyr-7b-beta,1.846772265341697
vicuna-13b-v1.5,1.5893434526091585
tulu-2-dpo-70b,6.358550688356178
Wizard-Vicuna-13B-Uncensored-HF,0.6014363966500342
WizardLM-70b-v1.0,5.322911590982285
CodeLlama-34b-Instruct-hf,1.4054723645114353
gpt-3.5,3.0312060846010462
claude-instant-1.2,0.946305175997141
llama-2-70b-chat-hf,1.8426368746250688
openchat_3.5,0.31649354198603624
claude-2.1,1.2556561779979485
llama-2-7b-chat-hf,0.8613345876245825
gpt-4-0613,1.6039140989721459
llama-2-13b-chat-hf,0.7715245669493702
mistral-medium,2.9898881757554037
deepseek-llm-7b-chat,0.26008916042780966
gpt4all-13b-snoozy,4.506929020234733
claude-v1.3,0.956840438858932
koala-13B-HF,1.638657555061182
sheep-duck-llama-2-13b,3.2657276892531812
sheep-duck-llama-2-70b-v1.1,3.763820790136418
