model,latency
Mistral-Large-Instruct-2407,1.2444667688634226
SUS-Chat-34B,2.279514761069109
Mistral-7B-Instruct-v0.2,0.7635151196709036
Yi-1.5-6B-Chat,6.496741103848953
Meta-Llama-3.1-70B-Instruct,0.8105055275945319
Llama-3.1-Nemotron-70B-Instruct-HF,1.1054068138599396
gpt-3.5-turbo-0125,0.6829601016193728
Meta-Llama-3.1-8B-Instruct,0.20630574840608107
vicuna-33b-v1.3,0.8235025152162306
aya-23-8B,0.481884818561334
tulu-2-dpo-70b,7.848597339328529
llama-2-70b-chat-hf,4.72465962007962
Qwen1.5-14B-Chat,0.3728933348115332
Yi-34B-Chat,1.287167620713546
dolphin-2.5-mixtral-8x7b,1.1007298473122378
codegemma-7b-it,0.30489740508652285
command-r,0.18832414914586137
Qwen2-7B-Instruct,0.35894072179487363
gpt-4-turbo-2024-04-09,0.9930876319528359
gemma-1.1-7b-it,0.17829538783454857
WizardLM-70b-v1.0,3.9249772038834885
gpt-4-0613,0.6484411465828783
Phi-3-mini-128k-instruct,0.6615315832127362
Meta-Llama-3-8B-Instruct-hf,2.116447543256815
aya-23-35B,0.5755088395104279
gpt-4o-mini-2024-07-18,0.5342684150088951
claude-3-sonnet-20240229,1.4194860128225957
claude-2.1,1.6836316221022496
Nous-Hermes-2-Mixtral-8x7B-SFT,0.8608922633033873
sheep-duck-llama-2-70b-v1.1,5.524607914346894
o1-preview-2024-09-12,7.368572853601862
salamandra-7b-instruct,0.3894831193548398
gemini-1.0-pro,0.6346876567117756
vicuna-13b-v1.5,1.475393871967655
Qwen1.5-1.8B-Chat,0.5502705450000049
WizardLM-13b-v1.2,3.565436762576307
gemma-1.1-2b-it,0.11925699461279382
gpt-4-0125-preview,1.0418927523113628
CodeLlama-34b-Instruct-hf,3.851887315425934
Mixtral-8x22B-Instruct-v0.1,1.0759354563573895
claude-3-haiku-20240307,0.8695497396191068
Meta-Llama-3.1-405B-Instruct-Turbo,0.7886103946545818
gemma-2-2b-it,0.3139821517919873
sheep-duck-llama-2-13b,2.9462099794520555
gpt-4-1106-preview,0.7767265743542731
Yi-1.5-9B-Chat,8.023524220188568
gemma-2-9b-it,0.36925533244325603
Yi-1.5-34B-Chat,9.232551962889334
Starling-LM-7B-beta,1.365002297029702
gemini-1.5-pro-latest,82.90283880578055
openchat-3.5-0106,0.29209514505566725
Qwen1.5-7B-Chat,0.3898907690883866
Qwen1.5-0.5B-Chat,0.17346913937547487
gpt-4o-2024-05-13,0.5570990732389739
Mistral-7B-Instruct-v0.1,0.2828647550771751
mistral-medium-2312,3.3167870515212052
Mixtral-8x7B-Instruct-v0.1,0.9392967660636325
openchat_3.5,0.31728768684620584
Qwen1.5-32B-Chat,0.5092292557397959
Meta-Llama-3-70B-Instruct-hf,3.3482561586622204
mistral-large-2402,0.3967416598893954
Qwen2-72B-Instruct,0.9480584860151385
claude-3-opus-20240229,2.9558458279177793
gemma-7b-it,0.6112263564356486
command-r-plus,0.3104016019283745
claude-3-5-sonnet-20240620,0.8799292818885427
Qwen2.5-Coder-32B-Instruct,0.8337066960552936
openchat-3.5-1210,0.28049827691029855
Qwen1.5-72B-Chat,12.68966892765819
gemini-1.5-flash-latest,37.20426721004881
gemma-2-27b-it,0.9922771009345783
gpt-4o-2024-08-06,0.5169587531894025
