model,latency
zephyr-7b-beta,1.8467722653417
SUS-Chat-34B,1.0628226926108315
Nous-Hermes-2-Mixtral-8x7B-DPO,29.886207558875526
mistral-medium,2.9898881757554157
vicuna-33b-v1.3,1.114660633913534
oasst-sft-4-pythia-12b-epoch-3.5,0.6340913295695179
tulu-2-dpo-70b,6.358550688356155
gpt4all-13b-snoozy,4.506929020234736
gpt-4-0314,0.9914188094435055
command,0.5038244478342762
llama-2-70b-chat-hf,1.842636874625072
Yi-34B-Chat,2.4769338955621314
zephyr-7b-alpha,1.585963880637503
Wizard-Vicuna-13B-Uncensored-HF,0.6014363966500329
gpt-3.5-turbo-0613,3.450405701412492
falcon-7b-instruct,2.7543020515259635
gpt-3.5-turbo-1106,2.521070432550055
WizardLM-70b-v1.0,5.322911590982292
gpt-4-0613,1.6039140989721412
llama-2-7b-chat-hf,0.8613345876245825
deepseek-llm-7b-chat,0.2600891604278089
llama-2-13b-chat-hf,0.7715245669493711
claude-2.1,1.25565617799795
sheep-duck-llama-2-70b-v1.1,3.763820790136418
claude-2,1.6711658352098224
vicuna-13b-v1.5,1.5893434526091594
WizardLM-13b-v1.2,2.6016942526217286
vicuna-7b-v1.5,0.3015993774319076
CodeLlama-34b-Instruct-hf,1.405472364511441
claude-instant-1.2,0.9463051759971396
sheep-duck-llama-2-13b,3.265727689253189
koala-13B-HF,1.638657555061178
gpt-4-1106-preview,0.8323502742195046
openchat-3.5-0106,0.29720741520978994
claude-v1.3,0.9568404388589334
Mistral-7B-Instruct-v0.1,0.5291587970924826
tulu-2-dpo-7b,1.3138667622591922
Mixtral-8x7B-Instruct-v0.1,20.01055773248401
openchat_3.5,0.3164935419860346
deepseek-llm-67b-chat,1.7252334322192981
openchat-3.5-1210,0.3782163908411482
