model,latency
gemma-1.1-7b-it,0.17829538783454896
vicuna-33b-v1.3,0.8235025152162279
gpt-4-1106-preview,0.7767265743542707
Yi-34B-Chat,1.2871676207135436
openchat-3.5-1210,0.28049827691029705
gemma-1.1-2b-it,0.11925699461279453
mistral-medium-2312,3.3167870515212066
gemma-7b-it,0.6112263564356466
Mixtral-8x7B-Instruct-v0.1,0.93929676606363
gpt-4-0125-preview,1.0418927523113661
gpt-3.5,0.682960101619372
Llama-3-8b-Instruct,1.0531297961586108
Llama-3-70b-Instruct,1.2500218078139822
WizardLM-13b-v1.2,3.5654367625763084
Mistral-7B-Instruct-v0.1,0.28286475507717407
mistral-large-2402,0.39674165988939536
claude-3-opus-20240229,2.9558458279177637
Qwen1.5-32B-Chat,0.5092292557397973
claude-3-haiku-20240307,0.8695497396191061
codegemma-7b-it,0.30489740508652263
openchat-3.5-0106,0.29209514505566814
SUS-Chat-34B,2.279514761069113
Qwen1.5-0.5B-Chat,0.17346913937547526
vicuna-13b-v1.5,1.4753938719676543
tulu-2-dpo-70b,7.848597339328547
command-r-plus,0.3104016019283747
WizardLM-70b-v1.0,3.924977203883495
CodeLlama-34b-Instruct-hf,3.851887315425933
Qwen1.5-14B-Chat,0.37289333481153325
llama-2-70b-chat-hf,4.724659620079616
openchat_3.5,0.3172876868462073
claude-2.1,1.6836316221022496
gpt-4-0613,0.6484411465828739
claude-3-sonnet-20240229,1.4194860128225948
command-r,0.18832414914586088
Qwen1.5-1.8B-Chat,0.5502705450000027
sheep-duck-llama-2-13b,2.9462099794520498
Qwen1.5-7B-Chat,0.3898907690883867
sheep-duck-llama-2-70b-v1.1,5.524607914346894
Mixtral-8x22B-Instruct-v0.1,1.075935456357389
